subset,filename,classification,cbct_score,reasons,min_hu,max_hu,mean_hu,std_hu,range_hu,voxel_x,voxel_y,voxel_z,is_isotropic
trainB,patient_62.nii.gz,LIKELY_CT,1,Max HU too low: 1570.0,-1000.0,1570.0,-764.0396564524401,400.1891378151741,2570.0,1.0722999572753906,1.0722999572753906,3.0,False
trainB,patient_63.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-737.7342299349942,410.98619946252893,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_64.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-715.5525920329939,432.97009317092045,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_65.nii.gz,LIKELY_CT,1,Max HU too low: 1354.0,-1000.0,1354.0,-715.1961031187684,425.06897306808804,2354.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_66.nii.gz,LIKELY_CT,0,,-1000.0,2483.0,-794.6688035167598,379.2574141720647,3483.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_67.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-678.4433632065904,440.9173292648963,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_68.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-738.2287083994502,411.05015819025675,3976.0,1.0,1.0,3.0,False
trainB,patient_69.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-730.2577036084574,413.6169838628546,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_7.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-782.547409221995,395.2025069910613,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_70.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-713.6558338720996,434.30310297784797,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_71.nii.gz,LIKELY_CT,1,Max HU too low: 1986.0,-1000.0,1986.0,-809.7410570620251,371.3120872837904,2986.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_73.nii.gz,LIKELY_CT,0,,-2800.0,3907.0,-1021.9882098668713,730.9744107374875,6707.0,0.8789060115814209,0.8789060115814209,3.0,False
trainB,patient_74.nii.gz,LIKELY_CT,1,Max HU too low: 1575.0,-1000.0,1575.0,-722.7314115853475,429.3879924365422,2575.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_76.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-796.620803403381,378.8101803834366,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_77.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-750.8815976839442,425.2076426432307,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_78.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-712.855148951262,439.3956404384559,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_79.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-805.7598569823381,371.01333604121567,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_8.nii.gz,LIKELY_CT,1,Max HU too low: 1574.0,-1000.0,1574.0,-779.0571966742577,396.47632174612784,2574.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_80.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-769.9921405505199,415.619066070564,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
trainB,patient_9.nii.gz,LIKELY_CT,0,,-1000.0,2976.0,-750.2295009259949,420.2768662454446,3976.0,0.9765999913215637,0.9765999913215637,3.0,False
